"","feature1","feature2","OrganizationIdentifier.x","OrganizationFormalName.x","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName.x","OrganizationIdentifier.y","OrganizationFormalName.y","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName.y","StName","Year","Month","Duplicated","dtec_condition","dt_Missing","u_Missing","Missing","ActivityMediaSubdivisionName2","ResultMeasure.MeasureUnitCode2","ProviderName.x2","ResultSampleFractionText2","ResultAnalyticalMethod.MethodName2"
"11","IN","Metolachlor","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01700339","Sample-Routine","Water","Surface Water","2017-05-15","10:00:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-394340085524601","MM-52102A","","Falling stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81 with Teflon cap and nozzle","","Dissolved",284,"ng/l","","Accepted","","Actual","",NA,NA,"","","",65090,NA,"",NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2017-05-20","","",NA,"","2017-05-18","NWIS","USGS-IN","USGS Indiana Water Science Center","SUGAR CREEK AT CO RD 400 S AT NEW PALESTINE, IN","Stream","",5120204,92.6,"sq mi",NA,"",39.7278214,-85.8794246,24000,"1","seconds","Interpolated from MAP.","NAD83",794,"feet",3,"feet","Interpolated from topographic map.","NGVD29","US",18,59,"","","",NA,NA,"",NA,"","NWIS","Indiana","2017",5,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"12","IN","Metolachlor","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01700367","Sample-Routine","Water","Surface Water","2017-05-30","09:40:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-394340085524601","MM-52103A","","Falling stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81 with Teflon cap and nozzle","","Dissolved",616,"ng/l","","Accepted","","Actual","",NA,NA,"","","",65090,NA,"",NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2017-06-05","","",NA,"","2017-06-01","NWIS","USGS-IN","USGS Indiana Water Science Center","SUGAR CREEK AT CO RD 400 S AT NEW PALESTINE, IN","Stream","",5120204,92.6,"sq mi",NA,"",39.7278214,-85.8794246,24000,"1","seconds","Interpolated from MAP.","NAD83",794,"feet",3,"feet","Interpolated from topographic map.","NGVD29","US",18,59,"","","",NA,NA,"",NA,"","NWIS","Indiana","2017",5,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"13","IN","Metolachlor","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01700392","Sample-Routine","Water","Surface Water","2017-06-06","09:30:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-394340085524601","MM-52105A","","Falling stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81","","Dissolved",165,"ng/l","","Accepted","","Actual","",NA,NA,"","","",65090,NA,"",NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2017-06-21","","",NA,"","2017-06-12","NWIS","USGS-IN","USGS Indiana Water Science Center","SUGAR CREEK AT CO RD 400 S AT NEW PALESTINE, IN","Stream","",5120204,92.6,"sq mi",NA,"",39.7278214,-85.8794246,24000,"1","seconds","Interpolated from MAP.","NAD83",794,"feet",3,"feet","Interpolated from topographic map.","NGVD29","US",18,59,"","","",NA,NA,"",NA,"","NWIS","Indiana","2017",6,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"14","IN","Metolachlor","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01700406","Sample-Routine","Water","Surface Water","2017-06-19","10:10:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-394340085524601","MM-52106A","","Falling stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81","","Dissolved",1480,"ng/l","","Accepted","","Actual","",NA,NA,"","","The holding time for the processing of this sample has been exceeded",65090,NA,"",NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2017-07-13","holding time exceededsee result comment","",NA,"","2017-07-07","NWIS","USGS-IN","USGS Indiana Water Science Center","SUGAR CREEK AT CO RD 400 S AT NEW PALESTINE, IN","Stream","",5120204,92.6,"sq mi",NA,"",39.7278214,-85.8794246,24000,"1","seconds","Interpolated from MAP.","NAD83",794,"feet",3,"feet","Interpolated from topographic map.","NGVD29","US",18,59,"","","",NA,NA,"",NA,"","NWIS","Indiana","2017",6,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"15","IN","Metolachlor","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01700415","Sample-Routine","Water","Surface Water","2017-06-26","09:44:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-394340085524601","","","Rising stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-95 Teflon bottle","","Dissolved",1.8,"ug/l","","Preliminary","","Actual","",NA,NA,"","","Originally reported result exceeded the calibration curve.",39415,NA,"",NA,NA,NA,"GCM35","USGS","Pest, high use, SPE, GCMS-SIM","USGS OF 95-181","USGS-National Water Quality Lab, Denver, CO","2017-10-08","see result comment","Laboratory Reporting Level",0.012,"ug/l","2017-06-29","NWIS","USGS-IN","USGS Indiana Water Science Center","SUGAR CREEK AT CO RD 400 S AT NEW PALESTINE, IN","Stream","",5120204,92.6,"sq mi",NA,"",39.7278214,-85.8794246,24000,"1","seconds","Interpolated from MAP.","NAD83",794,"feet",3,"feet","Interpolated from topographic map.","NGVD29","US",18,59,"","","",NA,NA,"",NA,"","NWIS","Indiana","2017",6,"No","D","No","No","No","Surface Water","ug/l","NWIS","Dissolved","Pest, high use, SPE, GCMS-SIM"
"16","IN","Metolachlor","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01700416","Sample-Routine","Water","Surface Water","2017-06-26","09:40:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-394340085524601","MM-52107A","","Rising stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-95 Teflon bottle","","Dissolved",1510,"ng/l","","Accepted","","Actual","",NA,NA,"","","",65090,NA,"",NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2017-07-07","","",NA,"","2017-07-05","NWIS","USGS-IN","USGS Indiana Water Science Center","SUGAR CREEK AT CO RD 400 S AT NEW PALESTINE, IN","Stream","",5120204,92.6,"sq mi",NA,"",39.7278214,-85.8794246,24000,"1","seconds","Interpolated from MAP.","NAD83",794,"feet",3,"feet","Interpolated from topographic map.","NGVD29","US",18,59,"","","",NA,NA,"",NA,"","NWIS","Indiana","2017",6,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"17","IN","Metolachlor","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01700470","Sample-Routine","Water","Surface Water","2017-07-14","10:00:00","EST","","","",NA,"","",NA,"",NA,"","","U.S. Geological Survey-Water Resources Discipline","USGS-394340085524601","MM-52108A","","Falling stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-95 Teflon bottle","","Dissolved",328,"ng/l","","Accepted","","Actual","",NA,NA,"","","",65090,NA,"",NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2017-07-28","","",NA,"","2017-07-24","NWIS","USGS-IN","USGS Indiana Water Science Center","SUGAR CREEK AT CO RD 400 S AT NEW PALESTINE, IN","Stream","",5120204,92.6,"sq mi",NA,"",39.7278214,-85.8794246,24000,"1","seconds","Interpolated from MAP.","NAD83",794,"feet",3,"feet","Interpolated from topographic map.","NGVD29","US",18,59,"","","",NA,NA,"",NA,"","NWIS","Indiana","2017",7,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"18","IN","Metolachlor","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01700473","Sample-Routine","Water","Surface Water","2017-07-24","11:00:00","EST","","","",NA,"","",NA,"",NA,"","","U.S. Geological Survey-Water Resources Discipline","USGS-394340085524601","MM-52109A","","Rising stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-95 Teflon bottle","","Dissolved",158,"ng/l","","Accepted","","Actual","",NA,NA,"","","",65090,NA,"",NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2017-08-04","","",NA,"","2017-07-31","NWIS","USGS-IN","USGS Indiana Water Science Center","SUGAR CREEK AT CO RD 400 S AT NEW PALESTINE, IN","Stream","",5120204,92.6,"sq mi",NA,"",39.7278214,-85.8794246,24000,"1","seconds","Interpolated from MAP.","NAD83",794,"feet",3,"feet","Interpolated from topographic map.","NGVD29","US",18,59,"","","",NA,NA,"",NA,"","NWIS","Indiana","2017",7,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"19","IN","Metolachlor","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01700474","Sample-Routine","Water","Surface Water","2017-07-31","09:00:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-394340085524601","MM-52110A","","Falling stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81","","Dissolved",89.3,"ng/l","","Accepted","","Actual","",NA,NA,"","","",65090,NA,"",NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2017-08-10","","",NA,"","2017-08-08","NWIS","USGS-IN","USGS Indiana Water Science Center","SUGAR CREEK AT CO RD 400 S AT NEW PALESTINE, IN","Stream","",5120204,92.6,"sq mi",NA,"",39.7278214,-85.8794246,24000,"1","seconds","Interpolated from MAP.","NAD83",794,"feet",3,"feet","Interpolated from topographic map.","NGVD29","US",18,59,"","","",NA,NA,"",NA,"","NWIS","Indiana","2017",7,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"20","IN","Metolachlor","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01700476","Sample-Routine","Water","Surface Water","2017-08-07","09:30:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-394340085524601","MM-52111A","","Falling stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81","","Dissolved",55.6,"ng/l","","Accepted","","Actual","",NA,NA,"","","",65090,NA,"",NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2017-08-17","","",NA,"","2017-08-14","NWIS","USGS-IN","USGS Indiana Water Science Center","SUGAR CREEK AT CO RD 400 S AT NEW PALESTINE, IN","Stream","",5120204,92.6,"sq mi",NA,"",39.7278214,-85.8794246,24000,"1","seconds","Interpolated from MAP.","NAD83",794,"feet",3,"feet","Interpolated from topographic map.","NGVD29","US",18,59,"","","",NA,NA,"",NA,"","NWIS","Indiana","2017",8,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"21","IN","Metolachlor","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01700498","Sample-Routine","Water","Surface Water","2017-08-18","10:04:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-394340085524601","","","Falling stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","US DH-81","","Dissolved",0.034,"ug/l","","Preliminary","","Actual","",NA,NA,"","","",39415,NA,"",NA,NA,NA,"GCM35","USGS","Pest, high use, SPE, GCMS-SIM","USGS OF 95-181","USGS-National Water Quality Lab, Denver, CO","2018-02-07","","Laboratory Reporting Level",0.012,"ug/l","2017-08-23","NWIS","USGS-IN","USGS Indiana Water Science Center","SUGAR CREEK AT CO RD 400 S AT NEW PALESTINE, IN","Stream","",5120204,92.6,"sq mi",NA,"",39.7278214,-85.8794246,24000,"1","seconds","Interpolated from MAP.","NAD83",794,"feet",3,"feet","Interpolated from topographic map.","NGVD29","US",18,59,"","","",NA,NA,"",NA,"","NWIS","Indiana","2017",8,"No","D","No","No","No","Surface Water","ug/l","NWIS","Dissolved","Pest, high use, SPE, GCMS-SIM"
"22","IN","Metolachlor","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01700499","Sample-Routine","Water","Surface Water","2017-08-18","10:00:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-394340085524601","MM-53562A","","Falling stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","US DH-81","","Dissolved",23.9,"ng/l","","Accepted","","Actual","",NA,NA,"","","",65090,NA,"",NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2017-08-31","","",NA,"","2017-08-25","NWIS","USGS-IN","USGS Indiana Water Science Center","SUGAR CREEK AT CO RD 400 S AT NEW PALESTINE, IN","Stream","",5120204,92.6,"sq mi",NA,"",39.7278214,-85.8794246,24000,"1","seconds","Interpolated from MAP.","NAD83",794,"feet",3,"feet","Interpolated from topographic map.","NGVD29","US",18,59,"","","",NA,NA,"",NA,"","NWIS","Indiana","2017",8,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"23","IN","Metolachlor","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01700501","Sample-Routine","Water","Surface Water","2017-08-28","09:00:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-394340085524601","MM-53563A","","Stable, low stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","US DH-81","","Dissolved",13.8,"ng/l","","Accepted","","Actual","",NA,NA,"","","",65090,NA,"",NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2017-09-07","","",NA,"","2017-08-30","NWIS","USGS-IN","USGS Indiana Water Science Center","SUGAR CREEK AT CO RD 400 S AT NEW PALESTINE, IN","Stream","",5120204,92.6,"sq mi",NA,"",39.7278214,-85.8794246,24000,"1","seconds","Interpolated from MAP.","NAD83",794,"feet",3,"feet","Interpolated from topographic map.","NGVD29","US",18,59,"","","",NA,NA,"",NA,"","NWIS","Indiana","2017",8,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"24","IN","Metolachlor","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01700516","Sample-Routine","Water","Surface Water","2017-09-12","09:10:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-394340085524601","MM-53564A","","Stable, low stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","US DH-81","","Dissolved",12.6,"ng/l","","Accepted","","Actual","",NA,NA,"","","",65090,NA,"",NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2017-09-23","","",NA,"","2017-09-20","NWIS","USGS-IN","USGS Indiana Water Science Center","SUGAR CREEK AT CO RD 400 S AT NEW PALESTINE, IN","Stream","",5120204,92.6,"sq mi",NA,"",39.7278214,-85.8794246,24000,"1","seconds","Interpolated from MAP.","NAD83",794,"feet",3,"feet","Interpolated from topographic map.","NGVD29","US",18,59,"","","",NA,NA,"",NA,"","NWIS","Indiana","2017",9,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"25","IN","Metolachlor","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01700526","Sample-Routine","Water","Surface Water","2017-09-25","09:04:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-394340085524601","","","Stable, low stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","US DH-81","","Dissolved",0.018,"ug/l","","Preliminary","","Actual","",NA,NA,"","","",39415,NA,"",NA,NA,NA,"GCM35","USGS","Pest, high use, SPE, GCMS-SIM","USGS OF 95-181","USGS-National Water Quality Lab, Denver, CO","2017-12-20","","Laboratory Reporting Level",0.012,"ug/l","2017-09-27","NWIS","USGS-IN","USGS Indiana Water Science Center","SUGAR CREEK AT CO RD 400 S AT NEW PALESTINE, IN","Stream","",5120204,92.6,"sq mi",NA,"",39.7278214,-85.8794246,24000,"1","seconds","Interpolated from MAP.","NAD83",794,"feet",3,"feet","Interpolated from topographic map.","NGVD29","US",18,59,"","","",NA,NA,"",NA,"","NWIS","Indiana","2017",9,"No","D","No","No","No","Surface Water","ug/l","NWIS","Dissolved","Pest, high use, SPE, GCMS-SIM"
"26","IN","Metolachlor","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01700527","Sample-Routine","Water","Surface Water","2017-09-25","09:00:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-394340085524601","MM-53565A","","Stable, low stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","US DH-81","","Dissolved",8.6,"ng/l","","Accepted","","Actual","",NA,NA,"","","",65090,NA,"",NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2017-10-04","below the reporting level but at or above the detection level","",NA,"","2017-10-02","NWIS","USGS-IN","USGS Indiana Water Science Center","SUGAR CREEK AT CO RD 400 S AT NEW PALESTINE, IN","Stream","",5120204,92.6,"sq mi",NA,"",39.7278214,-85.8794246,24000,"1","seconds","Interpolated from MAP.","NAD83",794,"feet",3,"feet","Interpolated from topographic map.","NGVD29","US",18,59,"","","",NA,NA,"",NA,"","NWIS","Indiana","2017",9,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"27","IN","Metolachlor","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01800003","Sample-Routine","Water","Surface Water","2017-10-13","09:00:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-394340085524601","MM-53566A","","Stable, low stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","US DH-81","","Dissolved",11.6,"ng/l","","Accepted","","Actual","",NA,NA,"","","The holding time for the processing of this sample has been exceeded",65090,NA,"",NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2017-11-04","holding time exceededsee result comment","",NA,"","2017-11-01","NWIS","USGS-IN","USGS Indiana Water Science Center","SUGAR CREEK AT CO RD 400 S AT NEW PALESTINE, IN","Stream","",5120204,92.6,"sq mi",NA,"",39.7278214,-85.8794246,24000,"1","seconds","Interpolated from MAP.","NAD83",794,"feet",3,"feet","Interpolated from topographic map.","NGVD29","US",18,59,"","","",NA,NA,"",NA,"","NWIS","Indiana","2017",10,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"28","IN","Metolachlor","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01800026","Sample-Routine","Water","Surface Water","2017-11-14","08:50:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-394340085524601","MM-53567A","","Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","US DH-81","","Dissolved",27.9,"ng/l","","Accepted","","Actual","",NA,NA,"","","",65090,NA,"",NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2017-11-29","","",NA,"","2017-11-27","NWIS","USGS-IN","USGS Indiana Water Science Center","SUGAR CREEK AT CO RD 400 S AT NEW PALESTINE, IN","Stream","",5120204,92.6,"sq mi",NA,"",39.7278214,-85.8794246,24000,"1","seconds","Interpolated from MAP.","NAD83",794,"feet",3,"feet","Interpolated from topographic map.","NGVD29","US",18,59,"","","",NA,NA,"",NA,"","NWIS","Indiana","2017",11,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"29","IN","Metolachlor","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01800069","Sample-Routine","Water","Surface Water","2017-12-13","10:30:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-394340085524601","MM-53568A","","Stable, low stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","US DH-81","","Dissolved",6.5,"ng/l","","Accepted","","Actual","",NA,NA,"","","",65090,NA,"",NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2017-12-28","below the reporting level but at or above the detection level","",NA,"","2017-12-20","NWIS","USGS-IN","USGS Indiana Water Science Center","SUGAR CREEK AT CO RD 400 S AT NEW PALESTINE, IN","Stream","",5120204,92.6,"sq mi",NA,"",39.7278214,-85.8794246,24000,"1","seconds","Interpolated from MAP.","NAD83",794,"feet",3,"feet","Interpolated from topographic map.","NGVD29","US",18,59,"","","",NA,NA,"",NA,"","NWIS","Indiana","2017",12,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"30","IN","Metolachlor","USGS-IN","USGS Indiana Water Science Center","nwisin.01.01800149","Sample-Routine","Water","Surface Water","2018-02-09","11:00:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-394340085524601","MM-54499A","","Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81","","Dissolved",6.6,"ng/l","","Preliminary","","Actual","",NA,NA,"","","",65090,NA,"",NA,NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2018-02-22","below the reporting level but at or above the detection level","",NA,"","2018-02-20","NWIS","USGS-IN","USGS Indiana Water Science Center","SUGAR CREEK AT CO RD 400 S AT NEW PALESTINE, IN","Stream","",5120204,92.6,"sq mi",NA,"",39.7278214,-85.8794246,24000,"1","seconds","Interpolated from MAP.","NAD83",794,"feet",3,"feet","Interpolated from topographic map.","NGVD29","US",18,59,"","","",NA,NA,"",NA,"","NWIS","Indiana","2018",2,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
